AB1h,AB1xi,N2h,N2xi,PS2025h,PS2025xi,sid2h,sid2xi,C28h,C28xi
2.06919189941832,0.0162099757747014,3.72133577197528,0.031384578342486,0.154991954970384,0.378530627700253,2.32519262499327,0.045892318170325,13.7889190167342,0.111592267519885
1.77271483899381,0.0245130822940104,3.28094917389025,0.0425176313315517,0.138882741001136,0.394605580148849,1.85668579296201,0.0546907676496384,13.0943735592555,0.114874791363329
1.55672731628899,0.0328161888133194,2.77140656373074,0.0536506843206173,0.14311994012588,0.410680532597446,1.46663933148287,0.0634892171289518,12.0716626353846,0.118157315206772
1.30833132707408,0.0411192953326285,2.19772805358919,0.064783737309683,0.188516478705805,0.426755485046043,1.16658983925793,0.0722876666082652,10.7725695840218,0.121439839050216
1.00377914312569,0.0494224018519375,1.79891928262586,0.0759167902987486,0.2450148071474,0.442830437494639,0.959692293984362,0.0810861160875785,9.28398479565865,0.12472236289366
0.713532085526646,0.0577255083712465,1.60722104279597,0.0870498432878144,0.280974054068976,0.458905389943236,0.764472874535768,0.0898845655668919,7.71273603836201,0.128004886737104
0.499482658092825,0.0660286148905556,1.42659517472461,0.09818289627688,0.296873089706212,0.474980342391833,0.509419641409844,0.0986830150462054,6.16735079780538,0.131287410580548
0.359459673450867,0.0743317214098646,1.13374976274167,0.109315949265946,0.283148948442565,0.491055294840429,0.251321977196998,0.107481464525519,4.74120958553427,0.134569934423992
0.264078314130758,0.0826348279291736,0.798820051718019,0.120449002255011,0.234872124728204,0.507130247289026,0.0901922132967194,0.116279914004832,3.5007733496951,0.137852458267436
0.197897480503484,0.0909379344484826,0.56050618873677,0.131582055244077,0.190422855165921,0.523205199737622,0.0506320821378651,0.125078363484146,2.48076524651109,0.14113498211088
0.162548033782929,0.0992410409677917,0.432791848608973,0.142715108233143,0.192625260310288,0.539280152186219,0.121861571870654,0.133876812963459,1.6860806628899,0.144417505954324
0.152448325305788,0.107544147487101,0.337605721228389,0.153848161222208,0.232221699462647,0.555355104634816,0.288145785891875,0.142675262442772,1.09853681013363,0.147700029797768
0.140431160630471,0.11584725400641,0.251786125802241,0.164981214211274,0.251267284280713,0.571430057083412,0.446882020475986,0.151473711922086,0.685811843286954,0.150982553641212
0.105629911586984,0.124150360525719,0.177189582497196,0.17611426720034,0.204461581180029,0.587505009532009,0.445401758668671,0.160272161401399,0.410099826859972,0.154265077484655
0.0591951107015047,0.132453467045028,0.10131421786749,0.187247320189405,0.115260276893064,0.603579961980606,0.285062309841435,0.169070610880713,0.234818134196901,0.157547601328099
0.0239455202553952,0.140756573564337,0.0398981421799877,0.198380373178471,0.0431549209008915,0.619654914429202,0.117150142671534,0.177869060360026,0.128709981610651,0.160830125171543
0.00692458815955055,0.149059680083646,0.00998001340328801,0.209513426167537,0.0104989965245246,0.635729866877799,0.0309143740852405,0.186667509839339,0.0675190540198831,0.164112649014987
0.00142739788029577,0.157362786602955,0.00154166784336614,0.220646479156602,0.00164175507614502,0.651804819326395,0.00523832798272281,0.195465959318653,0.0338906361213102,0.167395172858431
