AB1h,AB1xi,N2h,N2xi,PS2025h,PS2025xi,sid2h,sid2xi,C28h,C28xi
0.00149577211212102,-0.249489432843188,0.00153803725706732,-0.324873117307615,0.00148150064609923,-0.135867850654839,0.00523832798270564,-0.235658065167704,0.0168499981407646,0.00655150452967943
0.00747652733071052,-0.241186326323879,0.00990282606206771,-0.31374006431855,0.0109159192568779,-0.119792898206242,0.0309143740826552,-0.22685961568839,0.0326059673691425,0.00983402837312334
0.0271047009009348,-0.23288321980457,0.0388873347583032,-0.302607011329484,0.0570823212929492,-0.103717945757646,0.11715014242152,-0.218061166209077,0.0604229770829374,0.0131165522165673
0.0719695283369257,-0.224580113285261,0.0931352187725669,-0.291473958340418,0.221706837472889,-0.087642993309049,0.285062294316544,-0.209262716729764,0.107318545632909,0.0163990760600112
0.141883728645553,-0.216277006765951,0.136043072566763,-0.280340905351353,0.666982970872586,-0.0715680408604524,0.445401139499207,-0.20046426725045,0.182870669421824,0.0196815999034551
0.211884637964535,-0.207973900246642,0.121198057045042,-0.269207852362287,1.59638273271807,-0.0554930884118558,0.446866155542771,-0.191665817771137,0.299305916201702,0.022964123746899
0.248924190384317,-0.199670793727333,0.0658524012588193,-0.258074799373221,3.07856864776988,-0.0394181359632591,0.287884442753545,-0.182867368291823,0.471166147304759,0.0262466475903429
0.251245287046948,-0.191367687208024,0.0218224901765107,-0.246941746384156,4.83112489907672,-0.0233431835146625,0.119089538133783,-0.17406891881251,0.714470336319427,0.0295291714337868
0.254322351375525,-0.183064580688715,0.00441056014654221,-0.23580869339509,6.25046677631952,-0.00726823106606592,0.0316341647493155,-0.165270469333197,1.04538748061632,0.0328116952772307
0.279140506339535,-0.174761474169406,0.000543689360181364,-0.224675640406024,6.78543323312028,0.00880672138253072,0.00541829998625824,-0.156472019853883,1.47853502085159,0.0360942191206746
0.300747366868584,-0.166458367650097,4.14764158988449e-05,-0.213542587416959,6.36253303520344,0.0248816738311273,0.000946638878602498,-0.14767357037457,2.02506741289845,0.0393767429641186
0.310341009716189,-0.158155261130788,1.81749336792799e-05,-0.202409534427893,5.3883124194676,0.0409566262797239,0.00359812756441867,-0.138875120895256,2.69070207302082,0.0426592668075625
0.380501715402857,-0.149852154611479,0.000271592516957961,-0.191276481438827,4.34187425130234,0.0570315787283206,0.0228399703820592,-0.130076671415943,3.47378244860273,0.0459417906510064
0.621938374889453,-0.14154904809217,0.00279365982130358,-0.180143428449762,3.46413637241276,0.0731065311769172,0.0942665128778466,-0.12127822193663,4.36348841582894,0.0492243144944503
1.12379915518373,-0.133245941572861,0.0178134359450712,-0.169010375460696,2.72107884982865,0.0891814836255138,0.251178362153947,-0.112479772457316,5.33845306780814,0.0525068383378942
1.97662101309334,-0.124942835053552,0.0708298763283477,-0.15787732247163,2.05045774559775,0.10525643607411,0.441888739221147,-0.103681322978003,6.36632010599197,0.0557893621813381
3.25114995850753,-0.116639728534243,0.178212938604543,-0.146744269482565,1.57281624881444,0.121331388522707,0.57426710830236,-0.0948828734986895,7.40502168326861,0.059071886024782
4.88272209520189,-0.108336622014934,0.296636198977619,-0.135611216493499,1.36524665757584,0.137406340971304,0.796454009519233,-0.086084424019376,8.40651842299874,0.0623544098682259
6.65318711401839,-0.100033515495625,0.377857165987493,-0.124478163504433,1.28131373566656,0.1534812934199,1.56992464117874,-0.0772859745400627,9.32321834523942,0.0656369337116698
8.27969299456804,-0.091730408976316,0.521294872177525,-0.113345110515368,1.16486881620983,0.169556245868497,3.22700078109151,-0.0684875250607493,10.1163059085051,0.0689194575551138
9.46569088820135,-0.083427302457007,0.971597435186014,-0.102212057526302,0.9909794473149,0.185631198317094,5.52016010379199,-0.0596890755814359,10.7641023258849,0.0722019813985577
9.99957279294799,-0.075124195937698,1.91651452739772,-0.0910790045372363,0.79186160106542,0.20170615076569,7.74251980540201,-0.0508906261021225,11.2678804714247,0.0754845052420016
9.89922229615651,-0.0668210894183889,3.33070480703511,-0.0799459515481706,0.642544808534642,0.217781103214287,9.38194587565057,-0.0420921766228091,11.6527383221331,0.0787670290854455
9.34064777078964,-0.0585179828990799,5.14634815658558,-0.068812898559105,0.617068443162664,0.233856055662883,10.5763937347633,-0.0332937271434957,11.962307314763,0.0820495529288894
8.4604993800214,-0.0502148763797708,7.24896245837943,-0.0576798455700393,0.65219899352764,0.24993100811148,11.597983510409,-0.0244952776641822,12.2478866597711,0.0853320767723333
7.39355472088531,-0.0419117698604618,8.91427891234349,-0.0465467925809737,0.611298927695718,0.266005960560077,12.0612029338945,-0.0156968281848688,12.5543870619285,0.0886146006157772
6.35941928146694,-0.0336086633411528,9.19240760821348,-0.035413739591908,0.476013979841994,0.282080913008673,11.166584639995,-0.00689837870555543,12.9065808227103,0.0918971244592211
5.48789015948902,-0.0253055568218438,8.19888538708022,-0.0242806866028423,0.32486278326562,0.29815586545727,8.83365378894924,0.00190007077375798,13.2992394423842,0.0951796483026651
4.70900441333779,-0.0170024503025347,6.93358532634596,-0.0131476336137766,0.213172536529146,0.314230817905866,6.18459971100524,0.0106985202530714,13.6938507422023,0.098462172146109
3.93110614159568,-0.0086993437832257,5.94650726692926,-0.00201458062471099,0.157737527852372,0.330305770354463,4.36402403039519,0.0194969697323848,14.0230860491246,0.101744695989553
3.17888160939681,-0.000396237263916688,5.10007316297101,0.0091184723643547,0.150525392679645,0.34638072280306,3.43420744690081,0.0282954192116981,14.2024443384573,0.105027219832997
2.53699562145066,0.00790686925539236,4.31400562966164,0.0202515253534203,0.159263727611512,0.362455675251656,2.85337184509082,0.0370938686910116,14.1468727585125,0.108309743676441
