example1t_elapsed,example1wormlength,example2t_elapsed,example2wormlength,example3t_elapsed,example3wormlength
899.845536386967,249.828110275269,1111.00218631029,382.032404937744,2787.08473690351,646.506302032471
905.845229617755,253.414293136597,1119.6359079202,392.902176361084,2798.28465331793,656.728210601807
911.845477759838,238.500247421265,1128.06917314927,369.978130645752,2808.98473569552,666.714432678223
923.945124240716,246.968359222412,1136.63571950197,351.209541320801,2819.71796528896,647.265346984863
935.878605683645,283.700516738892,1145.26952774922,370.167902069092,2830.28450849056,657.297524871826
947.979358482361,212.068587799072,1153.668930463,366.581678466797,2840.95138485829,674.770347747803
959.978750872612,261.23454208374,1162.23602031469,409.759810638428,2851.71809531053,664.659662017822
965.845513919989,267.412176361084,1179.5357592384,390.153587036133,2862.38469432592,679.842027740478
971.878442847729,253.682633514404,1188.13727940718,384.355495605469,2873.01789298058,676.524124145508
977.844905869166,272.752176361084,1196.73768326044,416.964809875488,2883.68446733554,683.048708496094
983.978086702029,256.162862091064,1205.13597129981,403.235307769775,2905.05142578681,693.650159912109
989.911319077015,262.608816375732,1213.70251977046,405.447216339111,2915.6180579861,700.096032714844
1001.91126540899,233.997881698608,1222.33576978445,384.623897094727,2926.25153104067,688.578479919434
1008.00179827611,270.998359222412,1230.73572497765,420.629582061768,2937.75128539006,698.564661254883
1013.91176403761,275.042633514404,1239.40220943689,401.939541320801,2948.48467885256,704.251529846191
1019.94524649382,257.838130645752,1247.90211110115,441.910992736816,3001.78441442251,678.009621276855
1025.911155955,266.495993499756,1256.40265027682,368.7936277771,3012.48449507157,700.933748474121
1031.91140774886,282.78431350708,1273.40247198343,345.948130645752,3023.18468634288,701.123438415527
1037.84518790642,290.98408493042,1282.06950883468,440.235764923096,3044.38507223527,692.89107421875
1043.91135174433,270.998338851929,1290.46946572463,362.615993499756,3055.1512635986,686.903211364746
1049.84458241463,263.636201705933,1299.06941625675,442.447714233398,3066.61794165373,661.610078430176
1067.84477564494,298.994064559937,1307.90247197946,444.280079956055,3087.85136176745,666.145118408203
1073.94528364738,300.368359222412,1316.36850892305,414.909998474121,3098.55155295531,689.494581298828
1079.94553038279,306.166450653076,1324.86841080189,392.63385635376,3109.31798652808,665.196302032471
1085.94522571961,302.31192741394,1333.43558418751,449.083399200439,3119.85160375436,699.938935546875
1091.87845667601,316.120039215088,1341.96992623806,455.719124908447,3130.61776047548,663.363936309814
1097.978962032,302.848608169556,1359.00304777225,438.403399200439,3194.61813151042,681.78561630249
1103.87784860134,317.68408493042,1367.66898194154,473.682713470459,3227.41793577671,719.165575561523
1109.97835026979,299.183835983276,1384.70274537007,455.90885559082,3248.65107865731,711.266798400879
1115.97860354185,266.116450653076,1435.93713575602,476.542484893799,3259.39069135984,715.579392700195
1121.94506542683,285.26454208374,1444.70301614205,477.537216339111,3270.05134999355,706.273666992187
1127.84561648369,304.334105300903,1453.23631937106,467.963170623779,3280.71822624604,734.53771270752
1133.87854510546,295.29669960022,1461.7367815733,492.451262054443,3291.3847154816,712.719621276855
1139.8450138092,308.110039215088,1470.2355727156,504.616718444824,3377.58473093907,729.577337036133
1145.91172500054,300.368359222412,1478.73602990707,471.92885559082,3388.11798464457,698.073895568848
1151.87874510686,302.31192741394,1487.30263123512,496.416987762451,3409.58461231788,741.363209838867
1157.9449047327,288.582404937744,1495.93638503154,494.663170623779,3420.15153967142,736.324204101562
1163.977835385,321.270267791748,1512.90231767495,506.82862701416,3430.78471491337,724.158706970215
1169.84570724567,250.286201705933,1529.93609345754,501.48862701416,3441.51822218895,768.252981262207
1181.97858341138,292.816450653076,1538.60257513523,517.966759185791,3452.21802694003,760.400159912109
1187.94505014817,292.279790267944,1555.53575087388,522.312027740478,3462.85131152868,757.003666992188
1193.97852962414,303.038359222412,1564.13620502949,503.51084564209,3474.58443885247,787.021611328125
1199.94499629339,333.625515975952,1572.97430603504,486.116489868164,3485.18496282101,762.723291320801
1205.97847894033,328.17431350708,1573.08035888672,485.926718444824,3517.1845811526,780.418478393555
1211.94493981202,326.341947784424,1581.43534091711,496.14862701416,3527.95136294365,765.851301269531
1217.8454911828,323.940267791748,1590.00242946943,495.199851379395,3549.3180438598,788.317255554199
1223.94433230162,342.820039215088,1598.50233331124,518.346302032471,3570.65140929222,780.117484130859
1229.91134835084,316.578130645752,1607.07008036772,537.304622039795,3591.88455167611,775.883438415527
1235.97806839148,345.948130645752,1615.53557519118,523.954622039795,3613.184879601,795.522295532227
1242.15168063641,287.47647102356,1624.16927387714,552.945079193115,3623.88479304314,807.275657043457
1242.22368667126,281.220267791748,1641.1358125329,550.464850616455,3634.51796873411,791.824889831543
1248.22836906115,240.712155990601,1649.66852703492,548.174393463135,NaN,NaN
1260.09538075924,318.790059585571,1658.26948786179,547.984622039795,NaN,NaN
1266.16154445012,291.900267791748,1666.8027064244,535.930307006836,NaN,NaN
1272.09532717466,326.34192741394,1675.30316243569,516.023170623779,NaN,NaN
1278.16204749346,344.38408493042,1683.83647822936,562.977257080078,NaN,NaN
1284.12850917578,329.470059585571,1692.36969649792,612.902256317139,NaN,NaN
1290.09496943156,378.367673492432,1701.00563805898,570.071033477783,NaN,NaN
1296.19547471603,332.140039215088,1709.66878521442,588.525346984863,NaN,NaN
1302.09546998739,329.849541320801,1718.23537888527,571.556489868164,NaN,NaN
1308.19542209705,368.60385635376,1726.86913751364,573.388937072754,NaN,NaN
1314.1945622921,326.152176361084,1735.40402113597,571.936073455811,NaN,NaN
1320.2286012888,335.189582061768,1743.87061105967,594.670347747803,NaN,NaN
1326.12859818141,349.72408493042,1752.36940060854,618.968667755127,NaN,NaN
1332.09561434984,339.613378829956,1761.00321900845,576.327257080078,NaN,NaN
1338.09530947606,335.457902069092,1769.47036345005,607.215346984863,NaN,NaN
1344.1282399257,344.842176361084,1778.07021501064,617.973895568848,NaN,NaN
1350.09525677363,343.657632751465,1786.60232517322,607.830576324463,NaN,NaN
1356.16197263797,367.229541320801,1795.06895055374,593.485804138184,NaN,NaN
1362.1616694967,341.255993499756,1803.63665090402,626.900119171143,NaN,NaN
1368.22838555177,335.268130645752,1812.20263198217,615.303895568848,NaN,NaN
1374.22863543828,343.278130645752,1820.60203378598,614.466302032471,NaN,NaN
1380.09540082216,327.258130645752,1829.13580842813,602.601799163818,NaN,NaN
1386.22858100732,349.72408493042,1837.73575355609,614.544850616455,NaN,NaN
1392.19504515727,330.196450653076,1846.86975876093,641.735575561523,NaN,NaN
1398.19529645046,386.646034240723,1855.40297773282,653.789849853516,NaN,NaN
1404.16175625324,329.090516738892,1863.80293491681,650.092484893799,NaN,NaN
1410.12821999788,342.172176361084,1872.47005021572,629.759849853516,NaN,NaN
1416.22872391939,326.72147026062,1880.86890865167,610.422027740478,NaN,NaN
1422.09548741579,336.56385635376,1889.43599770466,643.947484130859,NaN,NaN
1428.09518338442,335.726222076416,1897.93645891349,633.725575561523,NaN,NaN
1434.09543440739,337.21169883728,1906.57018221219,672.558439178467,NaN,NaN
1446.09593300422,335.915993499756,1915.03630558252,622.207982025147,NaN,NaN
1452.09507650137,370.547444915771,1923.60284441312,679.383936309814,NaN,NaN
1464.09557682276,357.92385635376,1932.20380453666,640.32862701416,NaN,NaN
1470.16118530432,358.761490631104,1940.70259826581,686.320615539551,NaN,NaN
1476.16143660545,328.553835983276,1949.20255185763,674.960159912109,NaN,NaN
1482.09466688633,340.797881698608,1957.70305565993,694.756032714844,NaN,NaN
1488.0954684178,324.319790267944,1966.20240151087,665.687026977539,NaN,NaN
1494.12895308336,332.218587799072,1975.30309025844,685.103438415527,NaN,NaN
1500.09541674058,330.765744552612,1983.83521476587,682.433438415527,NaN,NaN
1506.12834560076,354.147902069092,1992.33575524886,693.303209838867,NaN,NaN
1512.09536333879,356.170039215088,2001.00223419666,684.835118408203,NaN,NaN
1518.22799063126,352.852176361084,2009.53545611302,701.882524108887,NaN,NaN
1524.0953103741,368.335536346436,2018.06922977765,673.238935546875,NaN,NaN
1530.22904472748,364.749312744141,2026.46926248471,707.536718444824,NaN,NaN
1536.12849109968,302.122155990601,2035.06857860486,700.397026977539,NaN,NaN
1542.22843784889,366.581678466797,2043.56903848251,708.753895568848,NaN,NaN
1548.12788081566,396.867902069092,2052.10336720943,686.556261291504,NaN,NaN
1554.1286843737,393.739810638428,2060.60271433989,721.567255554199,NaN,NaN
1560.16161675453,395.683358459473,2069.13603698015,712.150307006836,NaN,NaN
1566.22833102942,397.247404174805,2077.66925303539,723.779164123535,NaN,NaN
1572.12888031403,411.703358459473,2086.33628482024,761.918249816895,NaN,NaN
1578.19504476786,382.870039215088,2094.73624126514,722.025428466797,NaN,NaN
1584.12882800897,415.099810638428,2103.4027941227,733.811382751465,NaN,NaN
1590.09529412985,401.101947784424,2112.4035629789,703.145575561523,NaN,NaN
1596.19523901145,404.419810638428,2120.90291006962,726.985885620117,NaN,NaN
1602.09523710807,400.565307769775,2129.40281013648,700.855118408203,NaN,NaN
1608.09548796415,428.181449890137,2137.93549769322,697.995346984863,NaN,NaN
1614.09518534342,400.375536346436,2146.4693446517,699.291072692871,NaN,NaN
1620.12866822084,403.883170623779,2155.03587969939,717.221986999512,NaN,NaN
1626.19482826392,393.929582061768,2163.53578350544,724.204581298828,NaN,NaN
1632.09482520421,405.715536346436,2172.10231742462,722.450764160156,NaN,NaN
1638.37866470019,427.455038452148,2180.66894472837,702.039702758789,NaN,NaN
1644.47861665885,382.333358459473,2189.20272341569,740.525657043457,NaN,NaN
1650.34537827969,415.021262054443,2197.66931246519,697.805575561523,NaN,NaN
1656.44532842239,427.265267028809,2206.20252941052,719.165657043457,NaN,NaN
1662.37856003046,439.777673492432,2214.73575238784,691.850386962891,NaN,NaN
1668.41148887873,438.403399200439,2223.40232643684,712.071758422852,NaN,NaN
1674.37850906452,433.521449890137,2240.36992877722,695.246798400879,NaN,NaN
1680.34552067518,426.617444915772,2249.53669164975,730.604661254883,NaN,NaN
1686.34521823327,425.432901306152,2258.07000709375,723.131301269531,NaN,NaN
1692.44516789913,423.600535583496,2266.53548326492,750.668935546875,NaN,NaN
1698.34516696135,441.911033477783,2275.00262728135,730.225118408203,NaN,NaN
1704.37809357246,444.659582061768,2283.53584836324,742.011072692871,NaN,NaN
1710.41213117838,462.623129882812,2292.16905758381,756.925118408203,NaN,NaN
1716.44506326914,450.267902069092,2300.73730744918,746.434889831543,NaN,NaN
1722.44531079531,394.387632751465,2309.13560707967,736.291611328125,NaN,NaN
1728.34530953169,457.283129882812,2317.70269791285,764.555575561523,NaN,NaN
1734.37823633353,442.637404174805,2326.33585801919,754.255118408203,NaN,NaN
1740.41171898047,436.760804901123,2334.76922520399,773.056341247559,NaN,NaN
1746.44520366987,447.709124908447,2351.80179763635,776.374204101562,NaN,NaN
1752.34520131747,420.550992736816,2360.33556894064,785.378935546875,NaN,NaN
1758.63845748901,453.696947021484,2368.93377316395,808.492752685547,NaN,NaN
1764.66197400888,443.933170623779,2386.76986927986,786.563438415527,NaN,NaN
1770.72868586381,455.71908416748,2395.2686600407,805.063666992187,NaN,NaN
1776.59545086622,455.339582061768,2412.4023827672,773.972524108887,NaN,NaN
1782.62837948402,433.711221313477,2420.90228538116,804.415804138184,NaN,NaN
1788.62807640235,454.423358459473,2429.47048896551,812.347255554199,NaN,NaN
1794.59509236813,452.512444152832,2446.60364542802,831.148478393555,NaN,NaN
1800.6280233105,435.654809875488,2455.06969503562,813.296112670898,NaN,NaN
1806.62882689238,475.704809875488,2463.60291283131,875.812066955566,NaN,NaN
1812.62852244377,524.982027740479,2472.20443076293,831.338249816895,NaN,NaN
1818.72847172817,472.766489868164,2480.73709331353,853.993975524902,NaN,NaN
1824.59523713589,480.586759185791,2489.23598339558,864.516878356934,NaN,NaN
1830.69518476725,434.705993499756,2497.80307448705,882.290695495605,NaN,NaN
1836.62841510773,450.726034240723,2506.20247694651,852.80947265625,NaN,NaN
1842.5954308788,454.802901306152,2515.53525981903,845.224889831543,NaN,NaN
1848.66214691003,478.564622039795,2524.16963061492,872.651301269531,NaN,NaN
1854.69507782857,479.290992736816,2532.60179566145,798.539164123535,NaN,NaN
1860.72856276433,472.3083984375,2541.27105189562,851.40260559082,NaN,NaN
1866.59477000237,492.941986999512,2549.77040290038,890.078249816895,NaN,NaN
1872.7285079519,473.872484893799,2558.23537271818,871.656569824219,NaN,NaN
1878.66173582872,493.85816986084,2566.73588190079,901.406194152832,NaN,NaN
1884.84532298247,476.620992736816,2575.37015833457,888.861072692871,NaN,NaN
1890.84557213386,499.466489868164,2583.870061481,903.205804138184,NaN,NaN
1896.84526943763,482.419124908447,2592.40272310972,874.437792663574,NaN,NaN
1902.94522078435,484.362672729492,2600.90216954947,870.282295532226,NaN,NaN
1908.97870625655,457.014850616455,2609.53699587186,867.501072692871,NaN,NaN
1914.87869913578,477.07908416748,2617.96971458197,914.265346984863,NaN,NaN
1920.845162642,473.682672729492,2626.53569502433,913.192066955566,NaN,NaN
1926.84541199207,485.736987762451,2635.13668796221,919.55947265625,NaN,NaN
1932.91157671611,484.742256317139,2652.9028015852,926.921609802246,NaN,NaN
1938.94561149279,464.298439178467,2661.53541179101,925.056569824219,NaN,NaN
1944.84505803982,462.623170623779,2678.6025019606,917.694432678223,NaN,NaN
1950.91177259684,456.098667755127,2687.00245732864,925.514661254883,NaN,NaN
1956.84555458625,479.480764160156,2695.56954503457,973.227792663574,NaN,NaN
1968.84550147851,484.172942047119,2712.60219254096,897.865804138184,NaN,NaN
1974.97813043992,473.335804138184,2729.76915395657,973.574661254883,NaN,NaN
1980.84544827938,488.060119171143,2763.90323191086,936.731382751465,NaN,NaN
1986.84514393012,468.342672729492,2772.36926274697,953.621609802246,NaN,NaN
1992.84539258877,478.944124145508,2781.66873275439,920.933828430176,NaN,NaN
1998.94479006926,479.67061706543,2798.73526674509,938.786112670898,NaN,NaN
2004.97882509629,484.931986999512,2807.26904242039,947.142981262207,NaN,NaN
2011.09539340734,493.020576324463,2815.87000399431,962.973291320801,NaN,NaN
2017.22913558483,502.784352722168,2824.36941007376,952.168868408203,NaN,NaN
2023.19503945112,525.708439178467,2841.40256880124,976.166194152832,NaN,NaN
2029.19529040257,498.740119171143,2849.93579036792,969.831381225586,NaN,NaN
2035.19498598178,508.850804901123,2858.50232175589,920.174661254883,NaN,NaN
2041.19523541133,513.274622039795,2867.06952839692,990.622066955566,NaN,NaN
2047.09467813571,529.294581298828,2875.56940567493,947.064432678223,NaN,NaN
2053.12871704896,513.274581298828,2884.06875567834,975.897792663574,NaN,NaN
2059.12841471831,535.092713470459,2909.66905996799,968.267335510254,NaN,NaN
2065.22780768474,534.824393463135,2918.2689157327,955.879392700195,NaN,NaN
2071.2286111633,534.713170623779,2935.26927749713,956.180386962891,NaN,NaN
2077.22886293332,571.824850616455,2952.33580856721,1022.23673126221,NaN,NaN
2083.22855981191,545.046302032471,2961.00340030988,1004.65260406494,NaN,NaN
2089.09532168706,550.386261291504,2969.46998887459,983.750695495605,NaN,NaN
2095.19527374109,552.598210601807,2978.00267193317,975.06015838623,NaN,NaN
2101.22875626882,526.624581298828,2986.60259757837,983.148706970215,NaN,NaN
2107.09551788966,554.352027740479,2995.03531618118,973.607335510254,NaN,NaN
2113.16223728657,537.841262054443,3012.20336937507,1033.34206695557,NaN,NaN
2119.19516301155,530.099622802734,3020.66948431333,1001.49183837891,NaN,NaN
2125.09571388165,519.262444152832,3029.13553046783,974.222524108887,NaN,NaN
2131.16187828382,527.809124908447,3037.7703600049,1002.86619415283,NaN,NaN
2137.34490847588,565.37885559082,3046.26915893555,1023.42115264893,NaN,NaN
2143.34571256638,583.879124908447,3063.40398511887,1010.57519989014,NaN,NaN
2149.41187427044,586.470576324463,3071.87002704144,1003.24565551758,NaN,NaN
2155.37889229059,572.773707733154,3123.09219887654,959.41970123291,NaN,NaN
2161.41182269653,580.862215576172,3157.23717065652,1011.17710693359,NaN,NaN
2167.37828663985,570.751529846191,3174.20261212587,1083.6139755249,NaN,NaN
2173.34530326128,577.923895568848,3191.40179929336,1007.21138122559,NaN,NaN
2179.34555425247,581.241758422852,3208.33606740236,993.370615539551,NaN,NaN
2185.37848364512,589.709849853516,3268.13711099227,1031.73214691162,NaN,NaN
2191.47843271891,578.192215576172,3276.73639777501,1024.11488983154,NaN,NaN
2197.34519608418,610.232256317139,3285.27071833611,1030.10283416748,NaN,NaN
2203.47838119268,612.143170623779,3293.73576830626,1040.46855834961,NaN,NaN
2209.44539339145,595.854850616455,3319.26933099429,991.963748474121,NaN,NaN
2215.3453921477,568.80794128418,3327.80255828301,1052.60138122559,NaN,NaN
2221.3445333759,599.552215576172,3336.40251312256,1028.38160980225,NaN,NaN
2227.37801774343,620.107255554199,3379.06982993285,1036.92833129883,NaN,NaN
2233.4452884078,599.552256317139,3387.60302225351,1051.49542694092,NaN,NaN
2239.37796432177,592.379849853516,3413.23610501687,1105.16382843018,NaN,NaN
2251.47871762911,611.986073455811,3421.80540872018,1037.5761126709,NaN,NaN
2257.47896971703,592.64816986084,3489.93588292996,1130.9016897583,NaN,NaN
2263.62876726389,611.874850616455,3498.60235372384,1084.21596405029,NaN,NaN
2269.69492945274,600.736759185791,3524.06933216651,1092.68405548096,NaN,NaN
2275.72841171424,604.623936309814,3635.13579792976,1057.67306121826,NaN,NaN
2281.62841156324,582.884352722168,3643.63692789078,1051.41687835693,NaN,NaN
2287.66133956909,600.088896331787,3669.16966306369,1062.74474121094,NaN,NaN
2293.66103318532,619.1583984375,NaN,NaN,NaN,NaN
2299.66183972756,641.814164886475,NaN,NaN,NaN,NaN
2305.62830043634,638.686032714844,NaN,NaN,NaN,NaN
2311.7282501777,636.853666992188,NaN,NaN,NaN,NaN
2317.69527392387,649.745575561523,NaN,NaN,NaN,NaN
2323.59526607593,638.954393463135,NaN,NaN,NaN,NaN
2329.6619833072,633.156302032471,NaN,NaN,NaN,NaN
2335.66167740424,639.981799163818,NaN,NaN,NaN,NaN
2341.62869763374,635.636489868164,NaN,NaN,NaN,NaN
2347.7291967233,660.235804138184,NaN,NaN,NaN,NaN
2353.72833803892,648.718210601807,NaN,NaN,NaN,NaN
2359.72858780225,627.358210601807,NaN,NaN,NaN,NaN
2365.72773317099,652.762444152832,NaN,NaN,NaN,NaN
2371.72798225085,644.372942047119,NaN,NaN,NaN,NaN
2377.62853751977,669.541570587158,NaN,NaN,NaN,NaN
2383.72848115762,664.201570587158,NaN,NaN,NaN,NaN
2389.97853481372,651.577982025146,NaN,NaN,NaN,NaN
2395.97878255049,664.738210601807,NaN,NaN,NaN,NaN
2401.97792654435,680.869433441162,NaN,NaN,NaN,NaN
2407.91171050072,694.756032714844,NaN,NaN,NaN,NaN
2413.91196176608,679.953209838867,NaN,NaN,NaN,NaN
2419.87842363914,652.114622039795,NaN,NaN,NaN,NaN
2425.84544031223,660.471449890137,NaN,NaN,NaN,NaN
2431.94538986286,718.059621276855,NaN,NaN,NaN,NaN
2437.84538464149,685.450307006836,NaN,NaN,NaN,NaN
2443.9121057113,699.559392700195,NaN,NaN,NaN,NaN
2449.97882105509,683.238439178467,NaN,NaN,NaN,NaN
2455.84447669188,656.72816986084,NaN,NaN,NaN,NaN
2461.97821237644,677.283291320801,NaN,NaN,NaN,NaN
2467.87820672592,699.101301269531,NaN,NaN,NaN,NaN
2473.91113806168,667.440884857178,NaN,NaN,NaN,NaN
2479.84548105001,688.611072692871,NaN,NaN,NaN,NaN
2485.91108460029,705.468706970215,NaN,NaN,NaN,NaN
2491.94456743002,703.682215576172,NaN,NaN,NaN,NaN
2503.84538360834,664.849392700195,NaN,NaN,NaN,NaN
2510.35907621781,692.086114196777,NaN,NaN,NaN,NaN
2516.3449168841,686.667484130859,NaN,NaN,NaN,NaN
2522.34461089373,700.586798400879,NaN,NaN,NaN,NaN
2528.37865290642,709.859849853516,NaN,NaN,NaN,NaN
2540.3780447046,688.76816986084,NaN,NaN,NaN,NaN
2546.44531596502,711.881986999512,NaN,NaN,NaN,NaN
2552.34531023502,726.606261291504,NaN,NaN,NaN,NaN
2558.41202636162,702.118251342773,NaN,NaN,NaN,NaN
2564.34470372597,695.861986999512,NaN,NaN,NaN,NaN
2570.34495281776,700.554124145508,NaN,NaN,NaN,NaN
2576.34520457586,729.086571350098,NaN,NaN,NaN,NaN
2582.34545383453,697.236342773438,NaN,NaN,NaN,NaN
2588.34514920314,711.234205627441,NaN,NaN,NaN,NaN
