Row,SumSq,DF,MeanSq,F,pValue
Strain,5.38406326313979,2,2.6920316315699,12.6693613415409,4.13964134991153e-06
Bacteria,28.4115318151731,3,9.4705106050577,44.5705464740026,7.05920277059798e-26
Error,120.690690360066,568,0.212483609788849,1,0.49999999999996
