phi1,phi2,tdev
-0.0406288928736408,-0.0127034218967016,2790.51666666667
-0.007754608211712,-0.000156445082690484,2884.51666666667
-0.055060520224255,0.0242964478150264,2877.18333333333
-0.139865209396738,0.0708656430218555,2823.35
-0.0089090349535941,0.00875260886747067,2877.51666666667
-0.0107460676988645,-0.00120224715189244,2864.18333333333
-0.0129409356178423,0.00110528412905954,2783.85
-0.0164983787115099,0.0498035828740965,2984.36662634214
-0.0523493068817145,0.0182173523897862,2850.85
-0.010521162046889,0.0486704729774322,2944.18333333333
-0.00347582290873057,0.147258952550141,3345.85
-0.0119732479731713,0.0571314575737897,2984.18333333333
-0.0125076055809384,0.0505132770604815,2964.18333333333
0.0630880860143933,-0.00990850503861945,2937.53333333333
0.233975183636068,0.00194999660537076,3117.85
0.210592335377721,0.0535458108614904,3305.16666666667
0.0419667029677276,-0.017225693353513,2864.18333333333
0.228839158431177,-0.0504216953980473,3028
0.0237215785351382,0.000684331427338118,2980.23333333333
0.0978187357778943,-0.03327757262321,2874.33333333333
0.118324926215635,0.00174319534995032,3061.66666666667
-0.0347838626896789,0.0897913291609036,2994.33333333333
0.0540628746698098,0.0148049752982157,3028
0.0873772192942765,0.0472236418376485,3159.83333333333
0.152003633088203,-0.0629957923419948,2840.91666666667
0.155929216027904,0.0157169476417588,3163.66666666667
0.178980746885094,0.00609101665374906,3143.61666666667
0.169957586096011,0.0217450051944353,3197.68333333333
0.122880746001731,0.0234375112407694,3150.23333333333
0.0360288211215026,0.105068521760099,3244.3
0.0585603528781975,0.090580044562102,3244.33333333333
0.0849647248001565,-0.0781289709870203,NaN
0.236137062460078,-0.0127791951126399,3104.26666666667
0.217142548817574,0.0222486068402472,3244.33333333333
0.122447629463385,0.0667984039225545,3277.65
0.292144653868406,-0.00907389372936937,3285
0.0840206928346331,0.0463192446136235,3103.65
-0.0810887546614951,0.173149290115863,3151
0.0732751654235153,0.0351704495336652,3063.63333333333
0.257747013493784,-0.0238998264609269,3211
0.137573805921718,0.0192301686915956,3130.25
0.298862764397573,-0.0841654557448798,3130.98333333333
0.218943245291021,0.0123781487218723,3184.33333333333
0.104963239607659,0.0380129196469516,3052.95
0.0308360570953679,0.0479694826048329,2945.93333333333
0.038649096155593,-0.0063385518502493,3099.95
0.207153635704348,0.0134263632657633,3133.28333333333
0.0708920485920164,0.113211257847137,3260.28333333333
0.0814207027999083,0.125724019945487,3473.6
-0.0680220031883483,0.0512216641083202,2925.93333333333
0.0109976410774809,0.0293449319368927,2992
0.0468501504741938,0.0862773239312126,3278.65
0.173855149461584,0.1421602430045,3412
0.209798738084553,0.0306117777800675,3198.66666666667
0.0453806489822749,0.0397952001741243,3145.33333333333
-0.185076260391891,-0.025593570309313,NaN
0.0186850241984045,0.0354316124259216,3005.31666666667
0.042966762540767,-0.0105027506719647,2787.48333333333
0.144781349197773,-0.01654824377468,2908
0.0326788098004434,0.0308092006672992,2871.5
0.118101123027717,0.0102231534127357,2985.5
0.0607070380630027,0.0452167275150471,2986.5
-0.0180591716476531,0.00921856527060488,2799.5
0.165892490288131,-0.0310399264892467,2895.5
0.0791690470214546,0.0617818531119514,3034.5
0.0151020930302805,-0.005488964621756,2811.5
-0.00218911955166155,-0.0471023262681533,2715
0.150261773941977,-0.0556447857675507,2883.46666666667
-0.0266355423014082,-0.000579629279401875,2855.21666666667
0.276936442640698,-0.0447206227035484,2974.71666666667
0.0722623015521926,-0.0321768641696971,2816.98333333333
0.153933863819785,-0.0234584393016005,2989.13333333333
0.140684921499287,-0.0145864304220675,3037.95
0.170857468521847,-0.00422592963519127,3014.5
0.146098603525946,-0.0109707311984194,2953.71666666667
0.0417670434117849,0.00899457024983248,2887.91666666667
0.23702763722546,-0.0553105135979409,2943.28333333333
0.0280385728887348,0.0255843639049598,2908.63333333333
0.346495491960104,-0.088466609530955,3017.71666666667
0.167853905713097,-0.0720280596888961,2891.46666666667
0.142649409222921,-0.0454025906309099,2861.6
0.0454871518217829,-0.0238453961884342,2775.1
0.0117999442220944,-0.0132422172114321,2795.93333333333
0.0365817074746282,-0.0124803803807352,2872.06666666667
