AB1h,AB1xi,N2h,N2xi,PS2025h,PS2025xi
0.00149577211212102,-0.249489432843188,0.00153803725706732,-0.324873117307615,0.00148150064609923,-0.135867850654839
0.00747652733071052,-0.241186326323879,0.00990282606206771,-0.31374006431855,0.0109159192568779,-0.119792898206242
0.0271047009009348,-0.23288321980457,0.0388873347583032,-0.302607011329484,0.0570823212929492,-0.103717945757646
0.0719695283369257,-0.224580113285261,0.0931352187725669,-0.291473958340418,0.221706837472889,-0.087642993309049
0.141883728645553,-0.216277006765951,0.136043072566763,-0.280340905351353,0.666982970872586,-0.0715680408604524
0.211884637964535,-0.207973900246642,0.121198057045042,-0.269207852362287,1.59638273271807,-0.0554930884118558
0.248924190384317,-0.199670793727333,0.0658524012588193,-0.258074799373221,3.07856864776988,-0.0394181359632591
0.251245287046948,-0.191367687208024,0.0218224901765107,-0.246941746384156,4.83112489907672,-0.0233431835146625
0.254322351375525,-0.183064580688715,0.00441056014654221,-0.23580869339509,6.25046677631952,-0.00726823106606592
0.279140506339535,-0.174761474169406,0.000543689360181364,-0.224675640406024,6.78543323312028,0.00880672138253072
0.300747366868584,-0.166458367650097,4.14764158988449e-05,-0.213542587416959,6.36253303520344,0.0248816738311273
0.310341009716189,-0.158155261130788,1.81749336792799e-05,-0.202409534427893,5.3883124194676,0.0409566262797239
0.380501715402857,-0.149852154611479,0.000271592516957961,-0.191276481438827,4.34187425130234,0.0570315787283206
0.621938374889453,-0.14154904809217,0.00279365982130358,-0.180143428449762,3.46413637241276,0.0731065311769172
1.12379915518373,-0.133245941572861,0.0178134359450712,-0.169010375460696,2.72107884982865,0.0891814836255138
1.97662101309334,-0.124942835053552,0.0708298763283477,-0.15787732247163,2.05045774559775,0.10525643607411
3.25114995850753,-0.116639728534243,0.178212938604543,-0.146744269482565,1.57281624881444,0.121331388522707
4.88272209520189,-0.108336622014934,0.296636198977619,-0.135611216493499,1.36524665757584,0.137406340971304
6.65318711401839,-0.100033515495625,0.377857165987493,-0.124478163504433,1.28131373566656,0.1534812934199
8.27969299456804,-0.091730408976316,0.521294872177525,-0.113345110515368,1.16486881620983,0.169556245868497
9.46569088820135,-0.083427302457007,0.971597435186014,-0.102212057526302,0.9909794473149,0.185631198317094
9.99957279294799,-0.075124195937698,1.91651452739772,-0.0910790045372363,0.79186160106542,0.20170615076569
9.89922229615651,-0.0668210894183889,3.33070480703511,-0.0799459515481706,0.642544808534642,0.217781103214287
9.34064777078964,-0.0585179828990799,5.14634815658558,-0.068812898559105,0.617068443162664,0.233856055662883
8.4604993800214,-0.0502148763797708,7.24896245837943,-0.0576798455700393,0.65219899352764,0.24993100811148
7.39355472088531,-0.0419117698604618,8.91427891234349,-0.0465467925809737,0.611298927695718,0.266005960560077
6.35941928146694,-0.0336086633411528,9.19240760821348,-0.035413739591908,0.476013979841994,0.282080913008673
5.48789015948902,-0.0253055568218438,8.19888538708022,-0.0242806866028423,0.32486278326562,0.29815586545727
4.70900441333779,-0.0170024503025347,6.93358532634596,-0.0131476336137766,0.213172536529146,0.314230817905866
3.93110614159568,-0.0086993437832257,5.94650726692926,-0.00201458062471099,0.157737527852372,0.330305770354463
3.17888160939681,-0.000396237263916688,5.10007316297101,0.0091184723643547,0.150525392679645,0.34638072280306
2.53699562145066,0.00790686925539236,4.31400562966164,0.0202515253534203,0.159263727611512,0.362455675251656
2.06919189941832,0.0162099757747014,3.72133577197528,0.031384578342486,0.154991954970384,0.378530627700253
1.77271483899381,0.0245130822940104,3.28094917389025,0.0425176313315517,0.138882741001136,0.394605580148849
1.55672731628899,0.0328161888133194,2.77140656373074,0.0536506843206173,0.14311994012588,0.410680532597446
1.30833132707408,0.0411192953326285,2.19772805358919,0.064783737309683,0.188516478705805,0.426755485046043
1.00377914312569,0.0494224018519375,1.79891928262586,0.0759167902987486,0.2450148071474,0.442830437494639
0.713532085526646,0.0577255083712465,1.60722104279597,0.0870498432878144,0.280974054068976,0.458905389943236
0.499482658092825,0.0660286148905556,1.42659517472461,0.09818289627688,0.296873089706212,0.474980342391833
0.359459673450867,0.0743317214098646,1.13374976274167,0.109315949265946,0.283148948442565,0.491055294840429
0.264078314130758,0.0826348279291736,0.798820051718019,0.120449002255011,0.234872124728204,0.507130247289026
0.197897480503484,0.0909379344484826,0.56050618873677,0.131582055244077,0.190422855165921,0.523205199737622
0.162548033782929,0.0992410409677917,0.432791848608973,0.142715108233143,0.192625260310288,0.539280152186219
0.152448325305788,0.107544147487101,0.337605721228389,0.153848161222208,0.232221699462647,0.555355104634816
0.140431160630471,0.11584725400641,0.251786125802241,0.164981214211274,0.251267284280713,0.571430057083412
0.105629911586984,0.124150360525719,0.177189582497196,0.17611426720034,0.204461581180029,0.587505009532009
0.0591951107015047,0.132453467045028,0.10131421786749,0.187247320189405,0.115260276893064,0.603579961980606
0.0239455202553952,0.140756573564337,0.0398981421799877,0.198380373178471,0.0431549209008915,0.619654914429202
0.00692458815955055,0.149059680083646,0.00998001340328801,0.209513426167537,0.0104989965245246,0.635729866877799
0.00142739788029577,0.157362786602955,0.00154166784336614,0.220646479156602,0.00164175507614502,0.651804819326395
