mean_lhat,std_lhat,mean_rhat,std_rhat,mean_Ahat,std_Ahat,mean_tdev,std_tdev,mean_thatch,std_thatch,mean_lhatch,std_lhatch,mean_llaid,std_llaid
0.674321705956275,0.856807541243357,-0.502699796732156,0.518526000956582,0.679136240030054,0.830376730684144,-0.0654898757251626,0.399569361923873,0.314814160889523,1.24453671962099,0.0199845209351698,0.659774193699222,-0.454834257862723,1.30168781581857
0.309056551863795,0.590877820988758,0.0470917886489727,0.420176656496036,-0.13263966751623,0.479097472290925,-0.832497164173398,0.248750290353845,0.226604789298516,0.685913673596503,-0.106972693901132,0.434381656108219,-0.111160134928637,0.478429719038963
0.645304423762261,1.37014033498646,-0.731030729890746,0.790463789994062,1.27131998881389,1.07046198420057,0.0658494216200546,0.404198925947261,1.43329940152083,0.815642015946783,-1.03105713129983,0.356041527703261,-0.0381908748231587,1.01812200183872
-1.00477945082531,0.391331745258616,1.99703140203003,0.912733576531836,-0.944615787927744,0.326558331313933,-1.26634159747829,0.277571690649596,-0.131672741712032,0.999704917536385,-1.07969271903071,0.65683149602556,-0.188974159028997,0.909403608796323
0.35757491632554,1.03131249100618,-0.450108666223732,0.671232313691018,0.32494945666591,1.0336245223484,0.479973331137311,0.701942507821151,-0.126110823462872,1.05510603190599,0.687068406032626,1.14936319218697,-0.0354066136510973,0.680493819822363
0.253342486574497,0.599918431303531,-0.125520696427664,0.39580162221403,-0.237837152743294,0.405592987366432,-0.283229979057382,0.269795724620509,-0.31015706630147,0.719296905432937,0.627025525718556,0.591266721672245,-0.502279304301606,0.573323608305205
1.62087539711176,1.91900634216932,-0.869833603027033,1.03922003016964,1.94639972070535,1.5795927089682,0.514677615170141,0.261047819380835,1.11319410637464,1.05746387004504,-0.198434273245345,0.41564623306663,-0.458324907668239,0.397584038179132
-0.780790047475517,0.42135315492183,1.26133607123873,0.594046868889337,-0.996966891488145,0.362959513671612,-0.872353115929404,0.225021787090438,-0.36838163063719,0.697458101808204,-0.385273009952687,0.613905150756333,0.524047102016782,1.36793133733665
-0.439516585452602,0.524179070530688,0.101341354066375,0.515748437809685,-0.21442220482974,0.634320868028378,0.0650101749690031,0.531032937818833,-0.351059644228034,0.829657931269981,-0.203892778669531,0.773635633689791,-0.0368477692318437,0.782477019270653
-1.57560173154267,0.96745153231444,-0.325674555196846,1.28404478893857,-0.799665751990386,1.26422063440417,1.8780487009677,1.94063702918641,0.268824783291912,0.482962219847341,-1.5092462458511,0.996866823560939,0.0508253763639684,1.01267416836769
0.621077362364858,0.993728337693914,-1.38191734640081,0.700554683103841,1.53985042707603,1.17241165343914,1.55219390433144,0.607204893218725,-0.241034602019063,1.26780253493975,0.198800792173746,0.678016930903108,0.100818700971172,0.831843960354329
-0.505864541691998,0.454913150094374,0.390823703775505,0.802532186963529,-0.462255536048171,0.411655355467174,-0.0909459184573618,0.418526266100864,0.126664122288267,0.767267318452648,-0.0457703371671326,0.723835018092516,1.55805505252367,1.103289750245
0.331726311545397,0.704238694270262,-0.156196062347786,0.611211177717631,0.135291677815491,0.841156342462113,0.0817490087905734,0.50422153547994,-0.708348806379401,0.679505142817636,0.603639626749805,0.900463423746474,-0.130375048952823,0.730992515750188
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.218418523670096,0.527357159895622,-0.625070072728489,0.481597174028596,0.567835861479513,0.723152009007296,1.33760018780627,0.371581747456815,1.25137725320778,0.944648006556235,1.07334311976172,0.707753860384702,0.287374069444543,0.774028179169176
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
