AB1:HB101-lhat,AB1:HB101-rhat,N2:HB101-lhat,N2:HB101-rhat,PS2025:HB101-lhat,PS2025:HB101-rhat,Sid:HB101-lhat,Sid:HB101-rhat,C28:HB101-lhat,C28:HB101-rhat,AB1:DA1877-lhat,AB1:DA1877-rhat,N2:DA1877-lhat,N2:DA1877-rhat,PS2025:DA1877-lhat,PS2025:DA1877-rhat,AB1:BPumilus-lhat,AB1:BPumilus-rhat,N2:BPumilus-lhat,N2:BPumilus-rhat,PS2025:BPumilus-lhat,PS2025:BPumilus-rhat,AB1:PFragi-lhat,AB1:PFragi-rhat,N2:PFragi-lhat,N2:PFragi-rhat,PS2025:PFragi-lhat,PS2025:PFragi-rhat
-0.706389159933187,-0.244667382010476,-0.48084864844895,1.09062231850728,-0.480833666170315,0.178449634119606,0.523518542642363,0.311988516889572,-0.109950050911794,0.0505895504785181,-0.3246773995532,0.517531375484752,-0.207769349552061,1.31341538066127,2.1541923417155,-0.699902802905398,0.327614253595828,-0.379858623569068,0.747425347110476,-0.719848771430006,1.46820393302348,-1.22610368500618,1.28927561900075,-0.912928672818503,-1.40733759284807,0.256713911361358,-0.959650455712346,1.60573541790898
0.161759091495425,-0.888111531045449,-0.267828786929082,1.08483016783767,0.507348897475434,-0.27677067533692,0.209478692710645,-0.0818711223851752,2.75725522471622,-2.97516568925688,4.19440177083699,-3.91769324791677,-0.196276884799689,1.07739184611391,1.03040956371427,-0.074783025007526,-0.42632606739166,0.392303253315545,0.300693207276574,-0.517237142171921,0.729758325451528,-0.869185411959298,0.893926548481523,-0.218865317101675,-0.0639124480819985,0.00551482271866684,1.01646869478668,0.448471631787953
-1.20305543313057,-0.506744679066329,-0.625246985664046,1.17714059790557,1.73493131306735,-1.28599911196665,0.95921096022925,-0.206886429776734,0.887978620800441,0.282568971875978,-0.118470895056214,-0.695699125172925,-0.333457878608631,-0.427125614452095,0.0260254051829516,-0.537377392344753,1.0081739762386,-0.72706962892931,0.884590020536813,-0.537586181156081,-0.946645022995987,1.02612119156143,-0.562866579684153,2.0815563613351,-0.483901833518086,-0.746573729312576,1.27919101751013,-0.214123635186579
-0.135558889158956,-0.905342716429418,-1.54134103680175,1.87139582050303,0.422450350144576,-0.33710437441559,0.564892387364947,0.133836691343731,-0.160775646814054,-0.772817835373735,-0.837616607584989,-0.0110385316358238,-0.110840907254439,0.378183772706299,0.635108099373165,-0.176684571102155,1.27936922300975,-0.745146185041478,-0.011615813330288,-0.234828148379191,-0.199743329669,0.938983809612687,0.00621995055722656,1.66219162870784,-2.85560450376124,2.36961869224591,1.12824417280638,-1.20476822079206
-1.00387766279121,-0.414427223727787,-0.440980184683475,0.709142661466161,1.05941934302413,-0.87674680008394,0.0343932833259207,0.149182853293622,-2.76115148396905,1.74499720121837,-0.0189910724099653,-1.16664367047219,0.605768564020831,-1.38658808619385,-0.0230247301239966,-0.14833369904799,2.23601678293642,-0.947956758291497,1.38713802931072,-0.906851406121536,-1.19172291986756,2.11728773196306,-1.69048375708439,1.21482482821787,0.0164455097319796,-0.473316832747142,0.757038249905274,-0.870805263376818
-1.38790057057137,0.851964191938476,-0.333138341313613,0.840687258236561,0.845205265677147,-0.461715997817705,-0.00531120354863146,-0.177198336477662,-0.53637932409078,1.50094186362868,0.279121976335589,0.0546350107002947,0.211670768660448,-1.01537941991525,0.898327660776916,-0.214876754822932,-0.0189811907675367,0.0935280017758872,-0.346056197649287,-0.0884819777653471,0.266822682257875,-1.18553579179883,-0.0644062169093332,-2.73184451801436,-1.63523151250541,0.982974148427587,1.17499595357035,-0.659083640082065
0.499830190477204,-1.29889754392241,-0.506021079506403,0.163620543206871,0.752394550692583,-0.763630435970466,-0.274627732264562,0.13657794347466,-0.0607853536355778,0.234883388648274,-0.291753242470893,1.20002400593074,0.668813096565918,-0.0276415990190141,-0.157355832975647,-0.134561541402922,-0.320385756956051,0.28480723861471,0.0450303905125839,-0.15318455584627,0.391046779162746,-0.505846775048631,-0.34119985127153,0.0595301724396196,-0.94802869463543,1.0850706743047,0.207796069830607,-0.610125359765588
-1.10496663197559,-0.793369106954321,-0.627743084760573,0.490240188410017,0.822043194121103,-0.834225865367856,0.851090009098976,-1.27795971050431,-0.125307354684327,-0.259642254425671,0.546587519961987,-0.686911223919105,-0.644121603725192,1.32093709725328,0.932892966983364,-0.33490501454223,0.120392498796132,-0.2195087470552,-1.52269524551346,2.29661861638373,1.25355989310532,-1.04447760221981,0.0616775057736521,-0.180913547903931,-0.341007093880979,-0.804694352119391,-0.658476563864503,1.228470306026
-0.980484824181564,1.1949538445702,-0.736969310841599,1.38756751917107,1.8717526587073,-0.935955924743507,0.256512575181728,0.194552143390052,-0.0766725819144632,-0.42885160464478,-0.263278862375788,1.02396750986929,-0.843042799875731,1.65730266459375,3.12009368495539,-1.91531758175974,-0.288567151776917,0.205389111276957,-1.48450973825413,0.861399566486622,0.124396765270574,-0.683514155596513,-2.08177480609004,0.512049194502024,0.193518450501947,-0.192386289517518,0.722185723466294,0.129637447474825
-0.498618951548626,1.41090200655464,-0.743344719333708,0.281837728626197,0.694594809813008,-1.82598446013584,-0.0738346780090265,0.277111280451675,0.834341426094136,-0.945536808710864,-0.250444692189385,-0.427251460064108,-0.285745076452659,0.0772254789808371,0.334411056923115,0.186196420241195,0.84929452990236,-0.657073113604377,NaN,NaN,-0.637822357951017,-0.210089387001066,-1.34225016502595,1.1898169547762,0.465942500674137,0.12236338107558,0.0245825687697387,0.344896768219898
