AB1_HB101_tdev,AB1_HB101_lhat,N2_HB101_tdev,N2_HB101_lhat,PS2025_HB101_tdev,PS2025_HB101_lhat,Sid_HB101_tdev,Sid_HB101_lhat,C28_HB101_tdev,C28_HB101_lhat,AB1_DA1877_tdev,AB1_DA1877_lhat,N2_DA1877_tdev,N2_DA1877_lhat,PS2025_DA1877_tdev,PS2025_DA1877_lhat,AB1_BPumilus_tdev,AB1_BPumilus_lhat,N2_BPumilus_tdev,N2_BPumilus_lhat,PS2025_BPumilus_tdev,PS2025_BPumilus_lhat,AB1_PFragi_tdev,AB1_PFragi_lhat,N2_PFragi_tdev,N2_PFragi_lhat,PS2025_PFragi_tdev,PS2025_PFragi_lhat
-0.0653292001254067,-0.706389159933187,-0.9079720114587,-0.48084864844895,-0.863292896098454,-0.480833666170315,-0.341493643197219,0.523518542642363,0.71475124112907,-0.109950050911794,0.314045173837448,-0.3246773995532,-0.42236581732645,-0.207769349552061,-0.756661514888286,2.1541923417155,-0.965529742180715,0.327614253595828,-0.0266778906273522,0.747425347110476,0.66625035421929,1.46820393302348,-0.606790511490674,1.28927561900075,0.0948742920755929,-1.40733759284807,1.34268073889211,-0.959650455712346
0.759305533383245,0.161759091495425,-0.413596441329379,-0.267828786929082,-0.341911506904224,0.507348897475434,-0.536383670224785,0.209478692710645,0.779832127248988,2.75725522471622,-0.357990541528641,4.19440177083699,-1.42235848201407,-0.196276884799689,-0.867325234257449,1.03040956371427,-1.26862412271678,-0.42632606739166,-0.144292476079372,0.300693207276574,0.670694872018653,0.729758325451528,-0.385742113342787,0.893926548481523,-0.723504672964943,-0.0639124480819985,1.05005260402624,1.01646869478668
0.496121776199679,-1.20305543313057,-0.443778065150905,-0.625246985664046,0.0629974694518823,1.73493131306735,-1.12650866333376,0.95921096022925,-0.478681215121927,0.887978620800441,-0.802749940173698,-0.118470895056214,-0.967554666419992,-0.333457878608631,0.132535047052221,0.0260254051829516,-0.202778773167752,1.0081739762386,-1.79828277163748,0.884590020536813,-0.550323691670434,-0.946645022995987,-1.38333511094336,-0.562866579684153,-1.54572161497196,-0.483901833518086,-0.19953530115055,1.27919101751013
1.27416786942216,-0.135558889158956,-0.636885428682845,-1.54134103680175,0.122029619822824,0.422450350144576,-0.490356644579097,0.564892387364947,0.511477099825094,-0.160775646814054,1.05402476736504,-0.837616607584989,-0.331884852864724,-0.110840907254439,-1.64342352781405,0.635108099373165,-0.126890536957707,1.27936922300975,-1.20963125208483,-0.011615813330288,-2.12783184483766,-0.199743329669,-1.26971083312748,0.00621995055722656,-1.82157254634903,-2.85560450376124,1.34243268292352,1.12824417280638
1.32406665189858,-1.00387766279121,-0.497039902560442,-0.440980184683475,0.294971474729473,1.05941934302413,-0.83143850023898,0.0343932833259207,-3.26701122362212,-2.76115148396905,3.14047861679079,-0.0189910724099653,0.223460990212178,0.605768564020831,0.0376417179792856,-0.0230247301239966,-0.889620892789673,2.23601678293642,0.795799672629096,1.38713802931072,0.363153341259492,-1.19172291986756,-1.37937504677789,-1.69048375708439,-0.179051873026896,0.0164455097319796,0.972523717050285,0.757038249905274
-0.197720698444391,-1.38790057057137,-0.551530419816307,-0.333138341313613,-0.0512756561250179,0.845205265677147,-0.587696611751074,-0.00531120354863146,-0.879071462613242,-0.53637932409078,-0.204252513496747,0.279121976335589,0.0401334633848325,0.211670768660448,-0.232510795515062,0.898327660776916,0.0249038927505515,-0.0189811907675367,1.4920569119647,-0.346056197649287,1.0244909943304,0.266822682257875,2.16427169787696,-0.0644062169093332,-1.00041455988552,-1.63523151250541,0.239794768601368,1.17499595357035
0.626157636100283,0.499830190477204,-0.826035650807484,-0.506021079506403,-0.10867755857396,0.752394550692583,-0.000787112500343551,-0.274627732264562,0.775913576387872,-0.0607853536355778,1.65098010916702,-0.291753242470893,-0.331532981444065,0.668813096565918,0.180056385409661,-0.157355832975647,-2.10772873197793,-0.320385756956051,-0.0267853022045063,0.0450303905125839,0.0556113264205132,0.391046779162746,-0.606607018458661,-0.34119985127153,-0.450231320658595,-0.94802869463543,1.63561042534687,0.207796069830607
1.66955200782542,-1.10496663197559,-0.0316115949014051,-0.627743084760573,0.00541535060747126,0.822043194121103,0.636308256275141,0.851090009098976,0.379393337780646,-0.125307354684327,0.83164284320997,0.546587519961987,-0.504568770728849,-0.644121603725192,-0.645178092703816,0.932892966983364,0.404371285227701,0.120392498796132,0.458443870080985,-1.52269524551346,0.210960045852147,1.25355989310532,1.15925604302936,0.0616775057736521,-0.313899517389996,-0.341007093880979,0.536637199934602,-0.658476563864503
0.0649791099392727,-0.980484824181564,-0.551667661160166,-0.736969310841599,0.69973081980021,1.8717526587073,-0.834287062825741,0.256512575181728,0.578562928705184,-0.0766725819144632,0.0732312288259861,-0.263278862375788,1.2226323062623,-0.843042799875731,-0.37572048714799,3.12009368495539,-0.889391929371334,-0.288567151776917,0.459369237958764,-1.48450973825413,0.918250031476775,0.124396765270574,3.61185374867206,-2.08177480609004,-1.5421080338341,0.193518450501947,-0.867209231952595,0.722185723466294
-0.582651161028742,-0.498618951548626,-0.169274293478472,-0.743344719333708,0.528028160955913,0.694594809813008,-0.243579031372142,-0.0738346780090265,-0.0860149863046624,0.834341426094136,0.536081680106256,-0.250444692189385,-0.241287232090367,-0.285745076452659,-0.914793452669353,0.334411056923115,-0.126886979557522,0.84929452990236,NaN,NaN,0.160475479769032,-0.637822357951017,0.391157695145384,-1.34225016502595,0.630408170279943,0.465942500674137,0.239327571615058,0.0245825687697387
0.583317921241975,0.812553204722041,1.44784324387688,-0.743344679420132,0.00649228732152417,-0.0322650450969404,-0.733525267266776,0.708388014596062,-0.0870518407381122,-0.353669239000731,1.05441930095189,5.67889357533337,0.950458904011437,-0.0499499201064329,-0.962422142965186,0.890111009609224,-0.0509893801788084,1.46259224736833,NaN,NaN,0.312624730688158,0.728187632477822,2.27582274969374,-1.68781359231021,0.359795379958934,0.318665287321994,0.166952453994276,0.695731491723802
0.379271345391902,-0.87836497426094,-0.0355713465969989,-0.752755985008793,0.295141795654275,0.962668984139295,1.66314926489799,-0.772651345036009,-0.948988456152405,0.0966853397120104,0.980408320200208,-0.0877324441536099,-0.786339066378382,0.934080708880005,-0.819906275453929,0.61239301678947,1.33653686392377,-0.790070320229156,NaN,NaN,1.47964880264889,2.07182648265153,-0.164373258630716,-0.159175407897108,0.769211724045922,1.45509099440758,-0.0575196723553174,1.57835084268563
1.23913230113351,1.7249437125214,-0.146329193006204,-0.743344700945934,-0.34173608805578,2.20212287457206,-0.146233069007332,-1.42626791049832,0.78086262396945,0.263975657411483,0.905274052286661,0.265681320628046,1.86040915648344,-2.21879416306909,-0.438852483574883,0.914399841282827,1.94416446933866,-1.38643483482708,NaN,NaN,-0.513700029924692,1.51028643318495,0.943055310726055,1.01070691512373,-0.461776422790208,0.315576886077184,-0.347041270139368,-1.12602914030515
0.0121977770852121,-0.136985184073604,-0.251488883260161,0.201996045159962,0.178354877821279,1.69229258488796,-0.146614485373278,-0.61745977687173,-0.284411894683057,0.334114934781925,-0.135628644082337,0.00698206994228232,0.132164153755769,-0.0402201329227785,0.450956030238043,-0.682441421837452,1.25518119904904,-1.39579167377499,NaN,NaN,-0.651212261048913,0.481435760426576,-1.27040536112546,0.487550968409468,1.58758047850723,0.405672235447411,-0.718784414665126,-0.653921244932064
