t,x_raw_mean,x_raw_std,x_norm_mean,x_norm_std
0.01,0.195691566062029,0.0257181160761866,0.196786002262623,0.0327931960251572
0.0363265306122449,0.207295677503797,0.0260436263203606,0.208029067411498,0.0353824211878724
0.0626530612244898,0.215384337794031,0.0264438914845916,0.215905853714586,0.0341992686705302
0.0889795918367347,0.225058529585594,0.0272147237373876,0.225747720061949,0.0329764347175763
0.11530612244898,0.235086626283727,0.0286584924140604,0.236265180228269,0.0325482673211263
0.141632653061224,0.244404603635456,0.0288740035493351,0.245330105320644,0.0339700483112992
0.167959183673469,0.253826558453889,0.0309760895735534,0.254630436879496,0.0348871138830497
0.194285714285714,0.26580122994236,0.032974566884323,0.265919259154612,0.0359061537094189
0.220612244897959,0.276304580857327,0.0324927914033443,0.276895727881098,0.0393646734357535
0.246938775510204,0.285175295882562,0.0359819348752934,0.285703709225029,0.0418113493360401
0.273265306122449,0.299171010544227,0.0410563243306095,0.296178225774607,0.0453572911814548
0.299591836734694,0.320793290214578,0.0466315285752081,0.322043117424062,0.0495203697295608
0.325918367346939,0.343868152299111,0.0462845752987514,0.341906386996941,0.0531213937241231
0.352244897959184,0.36204589947683,0.0476557412187435,0.3615298374837,0.0532334447181894
0.378571428571429,0.382335110668412,0.0490803847781546,0.382837795351287,0.0541177229019738
0.404897959183673,0.400906818044924,0.0504676699477357,0.402351794423165,0.0551376309293321
0.431224489795918,0.423975508149268,0.0546523676776684,0.418677288352197,0.0572844683865085
0.457551020408163,0.44819375264098,0.0568319145000602,0.44271645690507,0.0620949565887484
0.483877551020408,0.47523366755909,0.0615716954743018,0.46865759730083,0.0622419784593348
0.510204081632653,0.500911991914274,0.0643303965827506,0.495513816449124,0.0658162067934008
0.536530612244898,0.529532933417218,0.0660473281067335,0.524668590339362,0.0627963776725106
0.562857142857143,0.556819829162892,0.0677365521999752,0.548393150943627,0.0612034494305519
0.589183673469388,0.586076214218383,0.0724109740639385,0.572815653056455,0.0584569477371949
0.615510204081633,0.615236048354799,0.0763892506105833,0.601887777840029,0.0597639460062228
0.641836734693878,0.645570145413612,0.0822205943295719,0.6323871048846,0.0583223169080486
0.668163265306122,0.67283711200102,0.0856334117093284,0.665189136910482,0.0551789559695252
0.694489795918367,0.702410311244285,0.0878896141556335,0.693262340954977,0.0539772236567086
0.720816326530612,0.729273347722587,0.0899435024639006,0.726321272391714,0.0509670005162014
0.747142857142857,0.758147161312617,0.091609481344126,0.755925358639757,0.0467716027405344
0.773469387755102,0.784821202939878,0.0905646223319928,0.781436839660033,0.0448160035952548
0.799795918367347,0.811605484213016,0.0952732690333929,0.800206010185947,0.0472698852283038
0.826122448979592,0.8374303160042,0.0988373781402354,0.82026193218771,0.0494080905977921
0.852448979591837,0.866552795545068,0.101614973515636,0.846396607624603,0.045056103694659
0.878775510204082,0.894660524437553,0.106176180633018,0.873636068211449,0.0423368498898106
0.905102040816327,0.921257588448617,0.111001868959825,0.904185916093575,0.0381831261027904
0.931428571428571,0.948969240690688,0.115096483959941,0.936283284373509,0.0375032081810966
0.957755102040816,0.977635385220546,0.11598002726877,0.970217563977435,0.037148247582058
0.984081632653061,0.999735284547132,0.119180140734781,1.00083249163326,0.0389999556813397
1.01040816326531,1.02007938753923,0.119870945536786,1.02661635343793,0.0307574256175164
1.03673469387755,1.03951564940231,0.119078985921514,1.0463326067595,0.0313473562716273
1.0630612244898,1.0588074109101,0.118514605459402,1.06560302732657,0.0309506606983723
1.08938775510204,1.07733113458968,0.117861291335909,1.08228016461626,0.0342490536531547
1.11571428571429,1.09300465409795,0.120722398870074,1.09773072292996,0.0350117352942001
1.14204081632653,1.10715397578585,0.119037636364561,1.11214686847141,0.0352346631270672
1.16836734693878,1.11670784473516,0.118942936116348,1.12651664824698,0.0344843543868878
1.19469387755102,1.12388535864657,0.117863477276613,1.13742900002237,0.039303330109789
1.22102040816327,1.13164871321657,0.117983691635604,1.15242205290156,0.0379591673935374
1.24734693877551,1.1265784403018,0.119040702591594,1.16100936263972,0.0384590887489487
1.27367346938776,1.12476363135522,0.12446333563578,1.1708325153331,0.0400646466852948
1.3,1.12331491031426,0.125157820246662,1.18280199458521,0.0462636434921922
