E. colih,E. colixi,C. aquaticah,C. aquaticaxi,B. pumilush,B. pumilusxi,P. fragih,P. fragixi
0.00067457011563758,-0.344519484271547,0.00204113384015359,-0.382508206347438,0.0015147143212619,-0.334783836882547,0.000745891474031303,-0.636455539450402
0.00174039624049249,-0.336017643934985,0.00671665264228262,-0.375227090465278,0.00237592632114432,-0.325415361654244,0.00133032223750396,-0.627117143157154
0.0040595226373691,-0.327515803598423,0.0186205867088655,-0.367945974583117,0.0036532264498791,-0.316046886425941,0.00228461413718902,-0.617778746863905
0.00856582696332191,-0.319013963261861,0.0434917455766801,-0.360664858700957,0.00550781285547498,-0.306678411197639,0.00377930125393996,-0.608440350570656
0.0163608624294821,-0.310512122925299,0.0855864881676266,-0.353383742818796,0.00814461877512011,-0.297309935969336,0.0060251869235009,-0.599101954277407
0.0283056950877596,-0.302010282588737,0.14190514435334,-0.346102626936636,0.0118166499290265,-0.287941460741033,0.00926343232408648,-0.589763557984158
0.0443898003633533,-0.293508442252175,0.198240771614505,-0.338821511054476,0.0168269827280915,-0.27857298551273,0.0137461175051175,-0.580425161690909
0.0631547482338598,-0.285006601915613,0.233342922898547,-0.331540395172315,0.0235275018068108,-0.269204510284427,0.0197089382917359,-0.57108676539766
0.0816177688400993,-0.276504761579051,0.231422463466066,-0.324259279290155,0.032313589301937,-0.259836035056125,0.0273412944280492,-0.561748369104411
0.0960327130535993,-0.268002921242489,0.193386210578573,-0.316978163407994,0.0436142430610098,-0.250467559827822,0.0367622237028389,-0.552409972811162
0.10338754176192,-0.259501080905927,0.136160805158243,-0.309697047525834,0.0578774714123527,-0.241099084599519,0.0480118465206213,-0.543071576517913
0.103002408305463,-0.250999240569365,0.0807760362477887,-0.302415931643674,0.0755512398516102,-0.231730609371216,0.0610658570745694,-0.533733180224664
0.0973577867648235,-0.242497400232803,0.0403779813149266,-0.295134815761513,0.0970606704124297,-0.222362134142913,0.0758748470585852,-0.524394783931415
0.0915791972365324,-0.233995559896241,0.0170279123799831,-0.287853699879353,0.122782564951563,-0.212993658914611,0.0924222144039275,-0.515056387638166
0.0916857588897893,-0.225493719559679,0.00616969662815169,-0.280572583997192,0.1530186116789,-0.203625183686308,0.110786915757824,-0.505717991344917
0.102368630156617,-0.216991879223117,0.00242387438475134,-0.273291468115032,0.187968848428615,-0.194256708458005,0.131193669047903,-0.496379595051669
0.125346513471335,-0.208490038886555,0.00282310591809769,-0.266010352232872,0.227707136766126,-0.184888233229702,0.154035619191416,-0.48704119875842
0.15911856957348,-0.199988198549993,0.00774207106437252,-0.258729236350711,0.272160599420088,-0.175519758001399,0.179862708079644,-0.477702802465171
0.200276123470727,-0.191486358213431,0.0209306307307446,-0.251448120468551,0.321095218345249,-0.166151282773097,0.20934000446896,-0.468364406171922
0.245703406473257,-0.182984517876869,0.0486747248361829,-0.24416700458639,0.374110052534549,-0.156782807544794,0.24318932861068,-0.459026009878673
0.29445353253212,-0.174482677540307,0.0970435178331783,-0.23688588870423,0.430642704462896,-0.147414332316491,0.282130453866206,-0.449687613585424
0.348292966724291,-0.165980837203745,0.16771771270991,-0.22960477282207,0.489988559400432,-0.138045857088188,0.326833563173566,-0.440349217292175
0.410864055011955,-0.157478996867183,0.256010381350877,-0.222323656939909,0.551335728052472,-0.128677381859885,0.377884872835183,-0.431010820998926
0.486392324467561,-0.148977156530621,0.354247541273306,-0.215042541057749,0.613816363520637,-0.119308906631583,0.435757695973818,-0.421672424705677
0.578920325863466,-0.140475316194059,0.457009055870694,-0.207761425175588,0.67657304265554,-0.10994043140328,0.500777304447802,-0.412334028412428
0.692053649535371,-0.131973475857497,0.559831489380078,-0.200480309293428,0.738836333029501,-0.100571956174977,0.573072676964422,-0.402995632119179
0.828248897367555,-0.123471635520935,0.65036039268232,-0.193199193411268,0.800006860617289,-0.0912034809466741,0.6525199906018,-0.39365723582593
0.987064105868336,-0.114969795184373,0.704126671317522,-0.185918077529107,0.859732686082616,-0.0818350057183713,0.738695812503832,-0.384318839532681
1.16344397197319,-0.106467954847811,0.69626436410411,-0.178636961646947,0.917971217745055,-0.0724665304900685,0.830865157304795,-0.374980443239433
1.34824635136597,-0.0979661145112486,0.622478656779938,-0.171355845764786,0.97502481743125,-0.0630980552617657,0.928025745676965,-0.365642046946184
1.53213648436595,-0.0894642741746866,0.509496422648088,-0.164074729882626,1.03154106866388,-0.0537295800334628,1.02901465806294,-0.356303650652935
1.71118016876318,-0.0809624338381246,0.403677699887386,-0.156793614000466,1.08847241654653,-0.04436110480516,1.13266231326961,-0.346965254359686
1.89051608089325,-0.0724605935015626,0.346022939019076,-0.149512498118305,1.14699518939716,-0.0349926295768572,1.23795993577023,-0.337626858066437
2.08340275820453,-0.0639587531650005,0.352235628574999,-0.142231382236145,1.20839411480211,-0.0256241543485544,1.34419868043626,-0.328288461773188
2.30597836812222,-0.0554569128284385,0.411054496295543,-0.134950266353984,1.27392430351642,-0.0162556791202517,1.45104544775329,-0.318950065479939
2.57053911342029,-0.0469550724918765,0.49987810194956,-0.127669150471824,1.34466715296735,-0.0068872038919488,1.5585399397925,-0.30961166918669
2.88027378288239,-0.0384532321553145,0.604575195641394,-0.120388034589664,1.42139871559621,0.00248127133635401,1.66702182696047,-0.300273272893441
3.22691467388162,-0.0299513918187524,0.729192231038454,-0.113106918707503,1.50448815543558,0.0118497465646568,1.77701577556805,-0.290934876600192
3.59146237604012,-0.0214495514821904,0.892288734498129,-0.105825802825343,1.59383989987554,0.0212182217929596,1.88910741776317,-0.281596480306943
3.94763740014993,-0.0129477111456284,1.11895420777583,-0.0985446869431824,1.68888653072246,0.0305866970212624,2.00383299672769,-0.272258084013694
4.26731584874932,-0.00444587080906644,1.43796052820175,-0.091263571061022,1.7886314675646,0.0399551722495652,2.12158463430542,-0.262919687720445
4.52649530909517,0.0040559695274956,1.88273838070198,-0.0839824551788616,1.89173257072459,0.049323647477868,2.2425127150611,-0.253581291427196
4.7098817210871,0.0125578098640576,2.48593778028642,-0.0767013392967012,1.99661149837661,0.0586921227061708,2.36639852718129,-0.244242895133948
4.81259542760966,0.0210596502006197,3.26008352202856,-0.0694202234145408,2.1015702878091,0.0680605979344736,2.49248136659804,-0.234904498840699
