E. colih,E. colixi,C. aquaticah,C. aquaticaxi,B. pumilush,B. pumilusxi,P. fragih,P. fragixi
4.83856033029691,0.0295614905371817,4.17123147070385,-0.0621391075323804,2.20489690602056,0.0774290731627764,2.61925360470687,-0.22556610254745
4.79632787268059,0.0380633308737438,5.12829910917366,-0.05485799165022,2.30494536490614,0.0867975483910793,2.74427426488272,-0.216227706254201
4.69416770578265,0.0465651712103057,6.00887935145589,-0.0475768757680596,2.40018256298216,0.0961660236193821,2.86407992587791,-0.206889309960952
4.53691713404268,0.0550670115468678,6.71302146857921,-0.0402957598858992,2.48920182435744,0.105534498847685,2.97427509236901,-0.197550913667703
4.3265114502212,0.0635688518834298,7.20320606929423,-0.0330146440037388,2.57071040214392,0.114902974075988,3.06985394884048,-0.188212517374454
4.06591677755507,0.0720706922199918,7.49466951928347,-0.0257335281215784,2.64350337952484,0.124271449304291,3.14574570890519,-0.178874121081205
3.76360419652444,0.0805725325565539,7.61004192801857,-0.018452412239418,2.70643834467446,0.133639924532593,3.19750367571297,-0.169535724787956
3.43502636243136,0.0890743728931159,7.54872624974275,-0.0111712963572576,2.75842362865274,0.143008399760896,3.2219985202824,-0.160197328494707
3.09973914043644,0.0975762132296779,7.2980442467385,-0.0038901804750972,2.79842831753305,0.152376874989199,3.21795257605093,-0.150858932201458
2.77609547077009,0.10607805356624,6.8651582079965,0.0033909354070632,2.82551591218405,0.161745350217502,3.18617646163213,-0.141520535908209
2.47693385683553,0.114579893902802,6.29650649007577,0.0106720512892236,2.83889700691935,0.171113825445805,3.129437599179,-0.13218213961496
2.20830888232788,0.123081734239364,5.67078786936862,0.017953167171384,2.8379912432765,0.180482300674107,3.0519819048755,-0.122843743321711
1.97078207164304,0.131583574575926,5.06715680809087,0.0252342830535444,2.82248619517233,0.18985077590241,2.95881646698334,-0.113505347028463
1.76156790246575,0.140085414912488,4.52462991969658,0.0325153989357048,2.79238120843524,0.199219251130713,2.85491611421067,-0.104166950735214
1.57649912138728,0.14858725524905,4.02662134232328,0.0397965148178651,2.74800726315736,0.208587726359016,2.74452569398476,-0.0948285544419647
1.41183401290483,0.157089095585612,3.53326395793342,0.0470776307000255,2.6900187522083,0.217956201587319,2.63069354497592,-0.0854901581487157
1.26589759266162,0.165590935922174,3.03488037814807,0.0543587465821859,2.6193584364339,0.227324676815621,2.51510454548167,-0.0761517618554668
1.13971246176834,0.174092776258736,2.56958073615049,0.0616398624643463,2.53720150475753,0.236693152043924,2.39820486342144,-0.066813365562218
1.03562050265827,0.182594616595298,2.18363166997731,0.0689209783465067,2.44488768936246,0.246061627272227,2.27954626958201,-0.057474969268969
0.954178591395595,0.19109645693186,1.87843610550317,0.0762020942286671,2.34385130369056,0.25543010250053,2.15824035069487,-0.04813657297572
0.891333883531902,0.199598297268422,1.60505301528728,0.0834832101108275,2.23555796019973,0.264798577728833,2.03340764004209,-0.0387981766824711
0.838257999789491,0.208100137604984,1.3139329777043,0.0907643259929879,2.12145410584187,0.274167052957135,1.9045298592246,-0.0294597803892223
0.784539763798849,0.216601977941546,1.00566989473841,0.0980454418751484,2.00293216498864,0.283535528185438,1.77165454882226,-0.0201213840959732
0.722932161276287,0.225103818278108,0.730219331570396,0.105326557757309,1.88131082099967,0.292904003413741,1.63544652926002,-0.0107829878027244
0.652606727733333,0.23360565861467,0.540819956728904,0.112607673639469,1.75782746496725,0.302272478642044,1.49711693932224,-0.0014445915094754
0.578893351417775,0.242107498951232,0.451920351900917,0.11988878952163,1.63363848154943,0.311640953870347,1.35827967005342,0.00789380478377355
0.509856484074607,0.250609339287794,0.435182351833267,0.12716990540379,1.50982289654638,0.321009429098649,1.22078512700624,0.0172322010770224
0.451922873091446,0.259111179624356,0.445569807351584,0.13445102128595,1.3873857666263,0.330377904326952,1.08656708573872,0.0265705973702715
0.406977846607241,0.267613019960918,0.449320555376422,0.141732137168111,1.26725914729578,0.339746379555255,0.957518450663927,0.0359089936635203
0.372131262558049,0.27611486029748,0.435155283364537,0.149013253050271,1.15030006089329,0.349114854783558,0.835394569478331,0.0452473899567692
0.341778105825705,0.284616700634042,0.407827826468162,0.156294368932431,1.03728618141133,0.358483330011861,0.721733844307741,0.0545857862500182
0.310556820703744,0.293118540970604,0.374152538363081,0.163575484814592,0.928910678630457,0.367851805240163,0.617785663980293,0.063924182543267
0.275660288172032,0.301620381307167,0.334098625646319,0.170856600696752,0.825777734060294,0.377220280468466,0.524442360038698,0.073262578836516
0.237525762677742,0.310122221643728,0.283492650704713,0.178137716578913,0.728399761624545,0.386588755696769,0.442180477226066,0.0826009751297649
0.198857890765414,0.318624061980291,0.223381124972756,0.185418832461073,0.637196587240358,0.395957230925072,0.371023074449681,0.0919393714230138
0.162786984603462,0.327125902316853,0.164683571325519,0.192699948343234,0.552496074819874,0.405325706153375,0.310536593939759,0.101277767716263
0.131317794436383,0.335627742653414,0.122548209474989,0.199981064225394,0.474535208559786,0.414694181381677,0.259872447198266,0.110616164009512
0.104884777795144,0.344129582989977,0.105654213747643,0.207262180107554,0.403460613703278,0.42406265660998,0.217855727997244,0.119954560302761
0.0830160933939835,0.352631423326539,0.10977442371564,0.214543295989715,0.339327922364487,0.433431131838283,0.183113288260537,0.12929295659601
0.0653806893998298,0.361133263663101,0.120455328457032,0.221824411871875,0.282100117966956,0.442799607066586,0.154223449648069,0.138631352889259
0.0523501238099122,0.369635103999663,0.122748472872053,0.229105527754036,0.231645774322723,0.452168082294889,0.129862826751837,0.147969749182507
0.0446858809775032,0.378136944336225,0.111233627322093,0.236386643636196,0.187738681088209,0.461536557523192,0.108924605118865,0.157308145475756
0.0426427510119019,0.386638784672787,0.0934780206444306,0.243667759518356,0.150060521716677,0.470905032751494,0.0905882020973009,0.166646541769005
0.0451719914766124,0.395140625009349,0.0849677558290553,0.250948875400517,0.118207973348032,0.480273507979797,0.074331426337007,0.175984938062254
0.0498183604030558,0.403642465345911,0.0992315123150515,0.258229991282677,0.0917049002044743,0.4896419832081,0.0598898477640542,0.185323334355503
0.0534594395005009,0.412144305682473,0.138592925647623,0.265511107164838,0.0700193935741654,0.499010458436403,0.0471798830828035,0.194661730648752
0.0535156920882188,0.420646146019035,0.190051137066638,0.272792223046998,0.0525845040962641,0.508378933664706,0.0362084989399916,0.204000126942001
0.0489602820736483,0.429147986355597,0.229918555940384,0.280073338929158,0.0388208300290354,0.517747408893009,0.0269918777846612,0.21333852323525
0.0405707153213452,0.437649826692159,0.237022871791164,0.287354454811319,0.0281588093090221,0.527115884121311,0.019498861334575,0.222676919528499
0.0303357598521275,0.446151667028721,0.206256056878308,0.294635570693479,0.0200586527187037,0.536484359349614,0.0136253894619451,0.232015315821748
0.0204361205490715,0.454653507365283,0.15113107603008,0.301916686575639,0.0140262916073779,0.545852834577917,0.00919696663671466,0.241353712114997
0.0123956208054558,0.463155347701845,0.0931873098663489,0.3091978024578,0.0096243687623294,0.55522130980622,0.00599007794336931,0.250692108408246
0.00676786861855725,0.471657188038407,0.0483443075054336,0.31647891833996,0.00647802075524825,0.564589785034523,0.00376148810081977,0.260030504701494
0.00332585585888176,0.480159028374969,0.0211009190222187,0.323760034222121,0.00427584385842523,0.573958260262825,0.00227592667417297,0.269368900994743
0.00147097067796714,0.488660868711531,0.00774854344539648,0.331041150104281,0.00276690569194826,0.583326735491128,0.00132624750709012,0.278707297287992
0.000585525777916235,0.497162709048093,0.00239386711960053,0.338322265986442,0.00175491823794638,0.592695210719431,0.000744052791977644,0.288045693581241
